"","state","state_name","county","fips_code","total_hh","total_population","total_multi_gen","total_hispanic","total_black","total_asian","total_non_white","total_white","total_hispanic_multigen","total_black_multigen","total_asian_multigen","total_non_white_multigen","total_white_multigen","multi_gen_pct","hispanic_multigen_pct","black_multigen_pct","asian_multigen_pct","non_white_multigen","white_multigen"
"1462","AR","Arkansas","Arkansas County","05001",9000.924,19219.932,1405.584,192.55,2965.64,36.956,3276.292,4385.758,49.952,607.618,15.576,685.952,719.632,0.156159967576662,0.25942352635679,0.204885960534657,0.421474185517913,0.209368395735179,0.164083836819086
"1463","OH","Ohio","Defiance County","39039",15894.651,37990.623,2481.888,769.41,135.342,52.221,1054.926,14112.339,142.449,4.326,5.871,158.517,2323.371,0.156146114815607,0.185140562248996,0.0319634703196347,0.112426035502959,0.150263620386643,0.164634012830899
"1464","OH","Ohio","Henry County","39069",11368.019,27171.287,1775.072,550.29,96.798,37.349,754.494,10093.291,101.881,3.094,4.199,113.373,1661.699,0.156146114815607,0.185140562248996,0.0319634703196347,0.112426035502959,0.150263620386643,0.164634012830899
"1465","OH","Ohio","Paulding County","39125",8333.118,19917.414,1301.184,403.38,70.956,27.378,553.068,7398.702,74.682,2.268,3.078,83.106,1218.078,0.156146114815607,0.185140562248996,0.0319634703196347,0.112426035502959,0.150263620386643,0.164634012830899
"1466","OH","Ohio","Williams County","39171",15843.212,37867.676,2473.856,766.92,134.904,52.052,1051.512,14066.668,141.988,4.312,5.852,158.004,2315.852,0.156146114815607,0.185140562248996,0.0319634703196347,0.112426035502959,0.150263620386643,0.164634012830899
"1467","PA","Pennsylvania","Bedford County","42009",21215.682,46859.472,3310.182,114.526,64.356,61.242,385.79,18822.4,13.84,36.33,19.376,107.26,3202.922,0.156025245853515,0.120845921450151,0.564516129032258,0.31638418079096,0.278026905829596,0.170165441176471
"1468","PA","Pennsylvania","Fulton County","42057",6315.651,13949.496,985.401,34.093,19.158,18.231,114.845,5603.2,4.12,10.815,5.768,31.93,953.471,0.156025245853515,0.120845921450151,0.564516129032258,0.31638418079096,0.278026905829596,0.170165441176471
"1469","PA","Pennsylvania","Somerset County","42111",33785.667,74623.032,5271.417,182.381,102.486,97.527,614.365,29974.4,22.04,57.855,30.856,170.81,5100.607,0.156025245853515,0.120845921450151,0.564516129032258,0.31638418079096,0.278026905829596,0.170165441176471
"1470","IN","Indiana","LaPorte County","18091",50897,110584,7940,1718,4100,171,6594,36444,517,630,0,1262,6678,0.156001336031593,0.30093131548312,0.153658536585366,0,0.191386108583561,0.183240039512677
"1471","VA","Virginia","Accomack County","51001",16235.94,35136.857,2532.824,475.23,3398.003,64.666,4114.537,11247.761,99.169,769.265,2.387,908.796,1624.028,0.156001069232825,0.208675799086758,0.226387381058816,0.0369127516778524,0.220874426454301,0.144386780622383
"1472","VA","Virginia","Gloucester County","51073",12195.66,26393.123,1902.536,356.97,2552.417,48.574,3090.643,8448.779,74.491,577.835,1.793,682.644,1219.892,0.156001069232825,0.208675799086758,0.226387381058816,0.0369127516778524,0.220874426454301,0.144386780622383
"1473","VA","Virginia","King and Queen County","51097",2618.7,5667.235,408.52,76.65,548.065,10.43,663.635,1814.155,15.995,124.075,0.385,146.58,261.94,0.156001069232825,0.208675799086758,0.226387381058816,0.0369127516778523,0.220874426454301,0.144386780622383
"1474","VA","Virginia","Lancaster County","51103",5686.32,12305.996,887.072,166.44,1190.084,22.648,1441.036,3939.308,34.732,269.42,0.836,318.288,568.784,0.156001069232825,0.208675799086758,0.226387381058816,0.0369127516778524,0.220874426454301,0.144386780622383
"1475","VA","Virginia","Mathews County","51115",4339.56,9391.418,676.976,127.02,908.222,17.284,1099.738,3006.314,26.506,205.61,0.638,242.904,434.072,0.156001069232825,0.208675799086758,0.226387381058816,0.0369127516778523,0.220874426454301,0.144386780622383
"1476","VA","Virginia","Middlesex County","51119",5536.68,11982.154,863.728,162.06,1158.766,22.052,1403.114,3835.642,33.818,262.33,0.814,309.912,553.816,0.156001069232825,0.208675799086758,0.226387381058816,0.0369127516778523,0.220874426454301,0.144386780622383
"1477","VA","Virginia","Northampton County","51131",5611.5,12144.075,875.4,164.25,1174.425,22.35,1422.075,3887.475,34.275,265.875,0.825,314.1,561.3,0.156001069232825,0.208675799086758,0.226387381058816,0.0369127516778524,0.220874426454301,0.144386780622383
"1478","VA","Virginia","Northumberland County","51133",6958.26,15058.653,1085.496,203.67,1456.287,27.714,1763.373,4820.469,42.501,329.685,1.023,389.484,696.012,0.156001069232825,0.208675799086758,0.226387381058816,0.0369127516778523,0.220874426454301,0.144386780622383
"1479","VA","Virginia","Richmond County","51159",2992.8,6476.84,466.88,87.6,626.36,11.92,758.44,2073.32,18.28,141.8,0.44,167.52,299.36,0.156001069232825,0.208675799086758,0.226387381058816,0.0369127516778524,0.220874426454301,0.144386780622383
"1480","VA","Virginia","Westmoreland County","51193",8155.38,17649.389,1272.248,238.71,1706.831,32.482,2066.749,5649.797,49.813,386.405,1.199,456.492,815.756,0.156001069232825,0.208675799086758,0.226387381058816,0.0369127516778524,0.220874426454301,0.144386780622383
"1481","VA","Virginia","Essex County","51057",4414.38,9553.339,688.648,129.21,923.881,17.582,1118.699,3058.147,26.963,209.155,0.649,247.092,441.556,0.156001069232825,0.208675799086758,0.226387381058816,0.0369127516778524,0.220874426454301,0.144386780622383
"1482","IN","Indiana","Crawford County","18025",5433.736,12338.744,847.44,118.888,35.816,24.816,220.792,4763.176,31.416,7.216,0,53.152,794.288,0.155958993959221,0.264248704663212,0.201474201474201,0,0.240733359904344,0.166755962828163
"1483","IN","Indiana","Knox County","18083",16671.69,37857.51,2600.1,364.77,109.89,76.14,677.43,14614.29,96.39,22.14,0,163.08,2437.02,0.155958993959221,0.264248704663212,0.201474201474201,0,0.240733359904344,0.166755962828163
"1484","IN","Indiana","Perry County","18123",8335.845,18928.755,1300.05,182.385,54.945,38.07,338.715,7307.145,48.195,11.07,0,81.54,1218.51,0.155958993959221,0.264248704663212,0.201474201474201,0,0.240733359904344,0.166755962828163
"1485","IN","Indiana","Pike County","18125",5618.977,12759.383,876.33,122.941,37.037,25.662,228.319,4925.557,32.487,7.462,0,54.964,821.366,0.155958993959221,0.264248704663212,0.201474201474201,0,0.240733359904344,0.166755962828163
"1486","IN","Indiana","Spencer County","18147",8706.327,19770.033,1357.83,190.491,57.387,39.762,353.769,7631.907,50.337,11.562,0,85.164,1272.666,0.155958993959221,0.264248704663212,0.201474201474201,0,0.240733359904344,0.166755962828163
"1487","IN","Indiana","Dubois County","18037",17042.172,38698.788,2657.88,372.876,112.332,77.832,692.484,14939.052,98.532,22.632,0,166.704,2491.176,0.155958993959221,0.264248704663212,0.201474201474201,0,0.240733359904344,0.166755962828163
"1488","OK","Oklahoma","Tulsa County","40143",260012.202,619209.476,40549.518,21311.676,26356.36,6243.922,79859.646,171837.422,4268.98,4945.096,1587.166,14959.276,25590.242,0.155952365650901,0.200311791526861,0.187624391228531,0.254193758346116,0.187319588168472,0.148921240217396
"1489","NY","New York","Schenectady County","36093",59035,126838,9206,2554,4926,2010,11346,42957,370,874,558,2290,6916,0.155941390700432,0.14487079091621,0.177425903369874,0.277611940298507,0.201833245196545,0.160998207509835
"1490","WI","Wisconsin","Rock County","55105",67729,158948,10561,3376,2981,639,7571,57168,1223,437,273,2052,8509,0.155930251443252,0.362263033175355,0.146595102314659,0.427230046948357,0.271034209483556,0.148842009515813
"1491","IN","Indiana","Blackford County","18009",5793.125,13107.125,903.25,52.5,31.125,13.375,167.375,5075.625,4.625,6.625,0.625,23.375,879.875,0.155917574711404,0.0880952380952381,0.21285140562249,0.0467289719626168,0.13965646004481,0.173353035340475
"1492","IN","Indiana","Henry County","18065",20438.145,46241.937,3186.666,185.22,109.809,47.187,590.499,17906.805,16.317,23.373,2.205,82.467,3104.199,0.155917574711404,0.0880952380952381,0.21285140562249,0.0467289719626168,0.13965646004481,0.173353035340475
"1493","IN","Indiana","Randolph County","18135",11261.835,25480.251,1755.918,102.06,60.507,26.001,325.377,9867.015,8.991,12.879,1.215,45.441,1710.477,0.155917574711404,0.0880952380952381,0.21285140562249,0.0467289719626168,0.13965646004481,0.173353035340475
"1494","IN","Indiana","Jay County","18075",8851.895,20027.687,1380.166,80.22,47.559,20.437,255.749,7755.555,7.067,10.123,0.955,35.717,1344.449,0.155917574711404,0.0880952380952381,0.21285140562249,0.0467289719626168,0.13965646004481,0.173353035340475
"1495","NC","North Carolina","Graham County","37075",4557.308,9985.244,709.982,97.666,26.038,31.96,506.942,3847.796,7.144,2.82,4.042,99.828,610.154,0.155789777649437,0.0731472569778633,0.108303249097473,0.126470588235294,0.196921935842759,0.15857233595544
"1496","NC","North Carolina","Haywood County","37087",26762.064,58636.752,4169.256,573.528,152.904,187.68,2976.936,22595.568,41.952,16.56,23.736,586.224,3583.032,0.155789777649437,0.0731472569778633,0.108303249097473,0.126470588235294,0.196921935842759,0.15857233595544
"1497","NC","North Carolina","Madison County","37115",8096.494,17739.742,1261.351,173.513,46.259,56.78,900.631,6835.978,12.692,5.01,7.181,177.354,1083.997,0.155789777649437,0.0731472569778633,0.108303249097473,0.126470588235294,0.196921935842759,0.15857233595544
"1498","NC","North Carolina","Swain County","37173",6690.516,14659.188,1042.314,143.382,38.226,46.92,744.234,5648.892,10.488,4.14,5.934,146.556,895.758,0.155789777649437,0.0731472569778633,0.108303249097473,0.126470588235294,0.196921935842759,0.15857233595544
"1499","NC","North Carolina","Forsyth County","37067",157944,353973,24592,11766,38035,2730,55023,91793,3653,8246,459,12842,11750,0.155700754697868,0.310470848206697,0.216800315498883,0.168131868131868,0.233393308252912,0.128005403462138
"1500","OH","Ohio","Ottawa County","39123",22961.12,51351.3,3574.09,1004.302,293.436,181.298,1674.66,20631.91,116.584,34.086,24.206,186.732,3387.358,0.15565834767642,0.116084604033448,0.116161616161616,0.133514986376022,0.111504424778761,0.164180533939902
"1501","TX","Texas","Burleson County","48051",8236.331,18354.421,1281.938,979.043,951.484,38.481,2044.192,4918.964,287.147,213.106,13.081,529.971,751.967,0.155644303270473,0.293293552990012,0.223972237052856,0.33993399339934,0.259256958250497,0.152871011050294
"1502","TX","Texas","Leon County","48289",8884.861,19799.651,1382.878,1056.133,1026.404,41.511,2205.152,5306.284,309.757,229.886,14.111,571.701,811.177,0.155644303270473,0.293293552990012,0.223972237052856,0.33993399339934,0.259256958250497,0.152871011050294
"1503","TX","Texas","Madison County","48313",4734.269,10550.179,736.862,562.757,546.916,22.119,1175.008,2827.436,165.053,122.494,7.519,304.629,432.233,0.155644303270473,0.293293552990012,0.223972237052856,0.33993399339934,0.259256958250497,0.152871011050294
"1504","TX","Texas","Milam County","48331",10506.186,23412.726,1635.228,1248.858,1213.704,49.086,2607.552,6274.584,366.282,271.836,16.686,676.026,959.202,0.155644303270473,0.293293552990012,0.223972237052856,0.33993399339934,0.259256958250497,0.152871011050294
"1505","TX","Texas","Robertson County","48395",7912.066,17631.806,1231.468,940.498,914.024,36.966,1963.712,4725.304,275.842,204.716,12.566,509.106,722.362,0.155644303270473,0.293293552990012,0.223972237052856,0.33993399339934,0.259256958250497,0.152871011050294
"1506","TX","Texas","Grimes County","48185",10181.921,22690.111,1584.758,1210.313,1176.244,47.571,2527.072,6080.924,354.977,263.446,16.171,655.161,929.597,0.155644303270473,0.293293552990012,0.223972237052856,0.33993399339934,0.259256958250497,0.152871011050294
"1507","TX","Texas","Washington County","48477",14462.219,32228.629,2250.962,1719.107,1670.716,67.569,3589.408,8637.236,504.203,374.194,22.969,930.579,1320.383,0.155644303270473,0.293293552990012,0.223972237052856,0.33993399339934,0.259256958250497,0.152871011050294
"1508","MN","Minnesota","Scott County","27139",51378.16,140723.304,7984.592,1580.64,2208.664,2331.728,7341.72,42543.664,357.16,524.136,673.048,1681.2,6303.392,0.155408290215142,0.225959105172588,0.237309070098485,0.288647732497101,0.228992661120282,0.148162885077317
"1509","FL","Florida","Escambia County","12033",138010,281661,21439,4998,25065,2846,37077,83027,583,6036,805,8101,13338,0.155343815665531,0.116646658663465,0.240813883901855,0.282853127196065,0.218491247943469,0.160646536668794
"1510","AR","Arkansas","Clay County","05021",8213.754,19061.556,1275,235.416,656.472,40.29,1058.25,6592.26,18.258,114.75,4.998,153.204,1121.796,0.15522743924398,0.0775563258232236,0.174798011187073,0.124050632911392,0.144771084337349,0.17016865232864
"1511","AR","Arkansas","Lawrence County","05075",8213.754,19061.556,1275,235.416,656.472,40.29,1058.25,6592.26,18.258,114.75,4.998,153.204,1121.796,0.15522743924398,0.0775563258232236,0.174798011187073,0.124050632911392,0.144771084337349,0.17016865232864
"1512","AR","Arkansas","Randolph County","05121",8696.916,20182.824,1350,249.264,695.088,42.66,1120.5,6980.04,19.332,121.5,5.292,162.216,1187.784,0.15522743924398,0.0775563258232236,0.174798011187073,0.124050632911392,0.144771084337349,0.17016865232864
"1513","AR","Arkansas","Greene County","05055",18279.629,42421.306,2837.5,523.916,1460.972,89.665,2355.125,14671.01,40.633,255.375,11.123,340.954,2496.546,0.15522743924398,0.0775563258232236,0.174798011187073,0.124050632911392,0.144771084337349,0.17016865232864
"1514","PA","Pennsylvania","Greene County","42059",16058.25,33986.628,2490.696,132.678,318.006,31.59,654.264,13453.83,20.709,62.478,12.285,117.234,2373.462,0.155103825136612,0.156084656084656,0.196467991169978,0.388888888888889,0.179184549356223,0.176415340464388
"1515","VA","Virginia","Alleghany County","51005",7457.404,17137.564,1156.614,103.888,372.466,89.784,645.43,6420.33,21.414,91.246,29.326,152.22,1004.394,0.155096062919482,0.20612582781457,0.244978065111983,0.326628352490421,0.235842771485676,0.156439622262407
"1516","VA","Virginia","Botetourt County","51023",13440.67,30887.47,2084.595,187.24,671.305,161.82,1163.275,11571.525,38.595,164.455,52.855,274.35,1810.245,0.155096062919482,0.20612582781457,0.244978065111983,0.326628352490421,0.235842771485676,0.156439622262407
"1517","VA","Virginia","Craig County","51045",2601.42,5978.22,403.47,36.24,129.93,31.32,225.15,2239.65,7.47,31.83,10.23,53.1,350.37,0.155096062919482,0.20612582781457,0.244978065111983,0.326628352490421,0.235842771485676,0.156439622262407
"1518","VA","Virginia","Franklin County","51067",27054.768,62173.488,4196.088,376.896,1351.272,325.728,2341.56,23292.36,77.688,331.032,106.392,552.24,3643.848,0.155096062919482,0.20612582781457,0.244978065111983,0.326628352490421,0.235842771485676,0.156439622262407
"1519","VA","Virginia","Covington city","51580",2861.562,6576.042,443.817,39.864,142.923,34.452,247.665,2463.615,8.217,35.013,11.253,58.41,385.407,0.155096062919482,0.20612582781457,0.244978065111983,0.326628352490421,0.235842771485676,0.156439622262407
"1520","NY","New York","Seneca County","36099",15405.544,35394.198,2389.062,359.399,263.859,115.491,896.952,13232.852,78.399,58.167,19.389,192.204,2196.858,0.155078067999416,0.218139171227521,0.220447284345048,0.167883211678832,0.214285714285714,0.166015459101334
"1521","NY","New York","Wayne County","36117",39418.456,90563.802,6112.938,919.601,675.141,295.509,2295.048,33859.148,200.601,148.833,49.611,491.796,5621.142,0.155078067999416,0.218139171227521,0.220447284345048,0.167883211678832,0.214285714285714,0.166015459101334
"1522","MI","Michigan","Lake County","26085",9827.088,23260.284,1523.472,434.316,148.512,22.032,781.728,8630.832,137.496,15.504,5.304,191.148,1332.324,0.155027816989122,0.316580554250822,0.104395604395604,0.240740740740741,0.244519832985386,0.154367968232958
"1523","MI","Michigan","Mason County","26105",11368.592,26908.956,1762.448,502.444,171.808,25.488,904.352,9984.688,159.064,17.936,6.136,221.132,1541.316,0.155027816989122,0.316580554250822,0.104395604395604,0.240740740740741,0.244519832985386,0.154367968232958
"1524","MI","Michigan","Oceana County","26127",10501.496,24856.578,1628.024,464.122,158.704,23.544,835.376,9223.144,146.932,16.568,5.668,204.266,1423.758,0.155027816989122,0.316580554250822,0.104395604395604,0.240740740740741,0.244519832985386,0.154367968232958
"1525","MI","Michigan","Newaygo County","26123",16474.824,38995.182,2554.056,728.118,248.976,36.936,1310.544,14469.336,230.508,25.992,8.892,320.454,2233.602,0.155027816989122,0.316580554250822,0.104395604395604,0.240740740740741,0.244519832985386,0.154367968232958
"1526","MN","Minnesota","Benton County","27009",17219.763,43158.798,2666.331,290.376,485.514,139.527,1120.878,15082.236,106.227,24.975,31.968,186.48,2479.851,0.154841329697743,0.365825688073394,0.051440329218107,0.229116945107399,0.166369578134284,0.16442197297536
"1527","MN","Minnesota","Sherburne County","27141",34491.237,86447.202,5340.669,581.624,972.486,279.473,2245.122,30209.764,212.773,50.025,64.032,373.52,4967.149,0.154841329697743,0.365825688073395,0.051440329218107,0.229116945107399,0.166369578134284,0.16442197297536
